generation,evaluations,best_so_far,population_best,population_mean,population_worst,unique_fraction,mean_modules,best_modules
0,50,15.917800560721073,15.917800560721073,18.45020763944734,21.455277766926233,0.98,11.12,11
1,100,15.774868417407584,15.774868417407584,17.820744799345825,20.648199740725325,0.94,10.66,12
2,150,15.055294535724686,15.055294535724686,18.398893773906668,21.17359245282264,0.98,11.36,15
3,200,15.055294535724686,15.609975124224178,18.049307217394816,20.912833614050058,0.92,9.7,15
4,250,15.055294535724686,15.907567081708246,18.127674465327644,21.423243291566195,1.0,10.36,15
5,300,15.055294535724686,15.861901286060018,18.078258046505482,21.449576240750524,0.98,10.72,15
6,350,15.010589071449369,15.010589071449369,17.97116681907502,22.004834939252003,1.0,9.82,10
7,400,15.010589071449369,15.295829710142188,18.102632242081846,21.12565782966318,1.0,11.72,10
8,450,15.010589071449369,16.054211490264017,18.128418853169357,20.648199740725325,0.96,9.76,10
9,500,15.010589071449369,15.504834939252005,18.195692457968352,21.32636833980236,0.9,9.42,10
10,550,15.010589071449369,15.22490309931942,18.107334824843182,20.99615099714943,0.98,10.86,10
11,600,15.010589071449369,15.252011029397789,17.790881690460953,21.214835124201343,1.0,10.76,10
12,650,15.010589071449369,15.6319206502675,17.891840178070886,21.417461885320133,1.0,10.88,10
13,700,15.010589071449369,16.114642819948227,18.16142780803129,20.648199740725325,0.96,9.96,10
14,750,15.010589071449369,15.732050807568877,18.04447970923323,21.5563490998189,1.0,10.48,10
15,800,15.010589071449369,15.730839160261237,17.99089709786471,20.648199740725325,0.98,10.56,10
16,850,15.010589071449369,15.55277655408689,18.138645047904802,20.90831891575846,0.94,9.14,10
17,900,15.010589071449369,15.516631205513228,18.175488196479822,21.894438717061494,1.0,11.56,10
18,950,15.010589071449369,15.47624151769984,17.98707748884837,20.648199740725325,1.0,9.82,10
19,1000,15.010589071449369,15.782461550347977,18.15454030900903,22.509447398198283,0.92,9.96,10
20,1050,15.010589071449369,15.701428280002318,18.212576867923907,21.280697580112786,0.98,11.02,10
21,1100,15.010589071449369,15.442276586281547,17.851108881050497,20.339607805437115,1.0,9.3,10
22,1150,15.010589071449369,15.137715508089904,18.052170800718848,20.648199740725325,0.92,10.84,10
23,1200,15.010589071449369,15.495451410656816,17.95817235824146,20.74037034920393,1.0,10.8,10
24,1250,15.010589071449369,15.631281565541544,18.110343347027623,20.995451410656816,0.98,11.2,10
25,1300,15.010589071449369,15.906093033529562,18.104404056622936,21.3,0.94,11.14,10
26,1350,15.010589071449369,15.776575213227444,18.24532183441382,20.949576240750524,0.96,9.86,10
27,1400,15.010589071449369,15.971750305430742,18.29116191508597,21.026368339802364,0.94,9.32,10
