seed,fitness_k5_minus_k2,auc_k5_minus_k2,diversity_k5_minus_k2
11,-1.5218389880458432,-0.9563638012916602,-0.09999999999999998
22,-0.6166661649985237,-0.4258893199231135,0.09999999999999998
