generation,evaluations,best_so_far,population_best,population_mean,population_worst,unique_fraction,mean_modules,best_modules
0,50,15.917800560721073,15.917800560721073,18.45020763944734,21.455277766926233,0.98,11.12,11
1,100,15.03732584763727,15.03732584763727,17.170406570120463,19.62574776766556,0.98,10.96,8
2,150,14.923243291566195,14.923243291566195,16.37897677829778,18.391153452528776,1.0,11.26,10
3,200,14.795829710142188,14.795829710142188,16.247063877168202,17.95818764390649,0.98,10.76,12
4,250,14.512931993250108,14.512931993250108,15.701824459992737,17.487480407475378,1.0,10.88,10
5,300,14.512931993250108,14.512931993250108,15.753643736504895,17.524807680927193,0.98,10.28,10
6,350,14.427105745132009,14.427105745132009,15.955779313058784,18.608607914449795,1.0,10.28,11
7,400,14.427105745132009,14.427105745132009,15.766203550692012,18.586651818838305,1.0,10.66,11
8,450,14.427105745132009,14.427105745132009,15.32991522477388,17.882176467941097,0.96,11.62,11
9,500,14.391153452528776,14.391153452528776,15.424909384348096,17.717800560721074,0.98,11.24,13
10,550,14.391153452528776,14.391153452528776,15.610492329827457,18.060107523773826,0.98,11.22,13
11,600,14.391153452528776,14.391153452528776,15.37203537966001,17.795612346359256,1.0,11.2,13
12,650,14.391153452528776,14.391153452528776,15.353581551857992,18.680614856144977,0.94,11.88,13
13,700,14.28806130178211,14.28806130178211,15.445931899408663,18.586651818838305,0.96,11.62,12
14,750,14.088435821108957,14.088435821108957,15.181795165159398,17.427566688249705,0.96,12.12,11
15,800,14.088435821108957,14.088435821108957,15.737631783335901,19.343559577416272,0.98,11.38,11
16,850,13.93238075793812,13.93238075793812,15.48068109820188,17.08425027803687,1.0,11.52,11
17,900,13.93238075793812,13.93238075793812,15.472820505000179,17.495452665613634,1.0,11.2,11
18,950,13.93238075793812,13.93238075793812,15.384162897367375,18.027900134111572,0.98,11.22,11
19,1000,13.880697580112788,13.880697580112788,15.77040505527441,18.558052492344384,1.0,10.7,11
20,1050,13.822611077089286,13.822611077089286,15.3841562037308,17.335071296680475,1.0,10.36,11
21,1100,13.71084400165827,13.71084400165827,15.510939914073228,17.41547594742265,1.0,10.78,11
22,1150,13.493737745050923,13.493737745050923,15.375660842353312,18.32162768692984,1.0,10.58,13
23,1200,13.493737745050923,13.493737745050923,15.107828293892311,18.058052492344384,0.98,10.36,13
24,1250,13.493737745050923,13.493737745050923,15.07604351520638,18.058052492344384,0.98,11.04,13
25,1300,13.340967364599086,13.340967364599086,15.059684774334716,17.34616984954482,0.96,11.5,14
26,1350,13.340967364599086,13.340967364599086,15.081608038189634,18.05320425066476,0.98,11.54,14
27,1400,13.269693845669908,13.269693845669908,14.965461778398014,18.06287388383278,1.0,12.54,13
28,1450,13.269693845669908,13.269693845669908,14.959356248639757,17.3309518948453,0.98,12.22,13
29,1500,13.269693845669908,13.269693845669908,15.098900262291464,18.644832503882967,0.96,12.1,13
30,1550,13.269693845669908,13.269693845669908,14.818571766975158,18.22474487139159,0.94,12.2,13
