generation,evaluations,best_so_far,population_best,population_mean,population_worst,unique_fraction,mean_modules,best_modules
81,4100,14.5494443758404,15.179075450674064,17.921038306178325,22.034192325759246,0.98,10.18,12
82,4150,14.5494443758404,15.0,18.067727500517726,21.3868192457523,1.0,11.62,12
83,4200,14.5494443758404,15.052107898405339,18.406955767216346,21.898888751680797,0.92,11.02,12
84,4250,14.507130750570548,14.507130750570548,17.90273386015426,21.033030277982334,1.0,11.38,12
85,4300,14.507130750570548,15.688621651498337,18.16044554850852,22.25306852353742,0.96,10.24,12
86,4350,14.507130750570548,14.97484176581315,18.406272883628183,21.941428291206627,0.94,11.2,12
87,4400,14.507130750570548,14.510589071449369,17.876062310124496,20.997057550292606,1.0,11.2,12
88,4450,14.507130750570548,14.5494443758404,17.97872310836717,22.004834939252003,1.0,11.74,12
89,4500,14.507130750570548,15.70998338865848,18.03329333259206,20.648199740725325,0.94,10.74,12
90,4550,14.507130750570548,15.643835071544512,18.406286922095738,21.72490309931942,0.96,10.7,12
91,4600,14.507130750570548,15.346536616149585,18.239554478343713,21.912833614050058,0.96,11.1,12
92,4650,14.507130750570548,14.971750305430742,17.98787798980867,20.648199740725325,0.96,11.08,12
93,4700,14.507130750570548,15.985677655436824,18.188279786262814,20.648199740725325,0.96,11.58,12
94,4750,14.507130750570548,15.93630833845388,18.135758904294043,21.016609194718917,0.98,10.06,12
95,4800,14.507130750570548,15.449705872175155,18.013961615934136,21.609243436828812,1.0,11.94,12
96,4850,14.174021572639983,14.174021572639983,18.26914333035668,21.417935662402833,0.98,11.58,11
97,4900,14.174021572639983,15.582207001484488,18.295780114144893,21.752272056851645,0.96,11.52,11
98,4950,14.174021572639983,14.88998327754521,18.14805499930846,20.648199740725325,0.9,10.24,11
99,5000,14.174021572639983,15.284336665618131,18.170000479712343,21.995451410656816,0.98,9.54,11
100,5050,14.174021572639983,15.381780460041329,18.082136766966855,20.95870331449229,1.0,11.08,11
