generation,evaluations,best_so_far,population_best,population_mean,population_worst,unique_fraction,mean_modules,best_modules
0,50,15.8293765408777,15.8293765408777,18.30424162197078,21.540658617698014,0.92,9.46,10
1,100,15.8293765408777,15.8293765408777,17.41264096792285,19.696150997149434,1.0,9.82,10
2,150,15.8293765408777,15.8293765408777,17.152657202062485,18.78433666561813,0.96,9.14,10
3,200,15.8293765408777,15.8293765408777,17.32165201764024,19.648199740725325,1.0,8.5,10
4,250,15.092492955535425,15.092492955535425,17.24208293294035,19.035533905932738,0.98,9.04,10
5,300,14.891164991562635,14.891164991562635,16.760202490101385,18.99354502688081,1.0,9.2,10
6,350,14.891164991562635,14.891164991562635,16.597704275061147,18.393897898091744,1.0,9.48,10
7,400,14.845906043549196,14.845906043549196,16.3059578720687,18.871243694664216,1.0,9.22,10
8,450,14.845906043549196,14.845906043549196,16.323686043074666,19.09193023216509,1.0,9.26,10
9,500,14.845906043549196,14.845906043549196,16.322468243276113,18.144832503882967,0.98,9.26,10
10,550,14.797057550292607,14.797057550292607,16.17278225116719,18.61555394056826,0.98,9.84,11
11,600,14.160107523773828,14.160107523773828,16.26439137951092,18.44928556845359,1.0,9.86,13
12,650,14.160107523773828,14.160107523773828,16.166688629675953,17.890670590009258,1.0,10.42,13
13,700,14.160107523773828,14.160107523773828,16.291921803705332,18.61269819963779,1.0,10.22,13
14,750,14.160107523773828,14.160107523773828,16.201567092235276,18.586651818838305,1.0,10.24,13
15,800,13.640175425099137,13.640175425099137,16.001407127963116,18.254829972383764,0.96,9.76,14
16,850,13.640175425099137,13.640175425099137,15.75127731147391,17.94978260458602,1.0,11,14
17,900,13.640175425099137,13.640175425099137,15.815494679170321,18.71882341631134,1.0,11.44,14
18,950,13.640175425099137,13.640175425099137,15.749728135207306,18.47763888346312,1.0,11.42,14
19,1000,13.640175425099137,13.640175425099137,15.77776576078644,18.017716622683928,1.0,10.94,14
20,1050,13.640175425099137,13.640175425099137,15.7139333293981,18.314944167960988,1.0,11.62,14
21,1100,13.640175425099137,13.640175425099137,15.565261747369767,17.936774397026504,0.98,11.52,14
22,1150,13.640175425099137,13.640175425099137,15.715605192902743,18.771599450733447,1.0,12.82,14
23,1200,13.640175425099137,13.640175425099137,15.537507942006261,17.888585061331156,0.98,12.54,14
24,1250,13.640175425099137,13.640175425099137,15.421897938951657,17.94978260458602,1.0,12.52,14
25,1300,13.640175425099137,13.640175425099137,15.609776598870303,17.700909015790025,0.98,12.48,14
26,1350,13.58679622641132,13.58679622641132,15.711946293564168,18.70332963783729,0.98,11.94,11
27,1400,13.58679622641132,13.58679622641132,15.624548257706696,17.590732788777423,1.0,11.62,11
28,1450,13.30384048104053,13.30384048104053,15.948945314274653,18.67996655509042,1.0,10.88,12
29,1500,13.30384048104053,13.30384048104053,15.841379158373087,18.771599450733447,1.0,11.02,12
30,1550,13.30384048104053,13.30384048104053,15.957810387674098,17.967148342118485,0.98,11.4,12
31,1600,13.30384048104053,13.30384048104053,15.950445819490213,18.644832503882967,0.98,10.62,12
32,1650,13.30384048104053,13.30384048104053,15.705553987926804,17.57107338953916,0.96,10.54,12
33,1700,13.30384048104053,13.30384048104053,16.283781222460977,19.61555394056826,1.0,9.56,12
34,1750,13.30384048104053,13.30384048104053,16.376817718096646,18.644832503882967,0.98,9.56,12
35,1800,13.30384048104053,13.30384048104053,16.1783800543432,18.644832503882967,1.0,10.14,12
36,1850,13.30384048104053,13.30384048104053,15.976442508759677,18.00516780926679,1.0,10.32,12
37,1900,13.30384048104053,13.30384048104053,16.353756900301743,18.644832503882967,1.0,10.42,12
38,1950,13.30384048104053,13.30384048104053,16.16683174032084,18.31100668245266,1.0,10.22,12
39,2000,13.30384048104053,13.30384048104053,16.191555720697366,18.77488738510232,0.98,10.06,12
40,2050,13.30384048104053,13.30384048104053,15.828162943842978,18.200909015790025,0.94,9.98,12
