generation,evaluations,best_so_far,population_best,population_mean,population_worst,unique_fraction,mean_modules,best_modules
0,10,17.58920425999979,17.58920425999979,19.05912127420894,21.540658617698014,1.0,10.5,5
1,20,17.544155686354955,17.544155686354955,18.492236611719925,20.648199740725325,0.9,8.1,5
2,30,16.60208288141719,16.60208288141719,17.89021386480991,18.586651818838305,1.0,7,7
3,40,16.60208288141719,16.60208288141719,17.942365140307324,18.841653005427766,1.0,6.3,7
4,50,16.60208288141719,16.60208288141719,17.279367289141103,18.238211655780212,1.0,6.1,7
5,60,16.60208288141719,16.60208288141719,17.131108608985162,18.06630035524124,1.0,6.3,7
