generation,evaluations,best_so_far,population_best,population_mean,population_worst,unique_fraction,mean_modules,best_modules
0,50,16.024845673131658,16.024845673131658,17.96104823292699,21.807886552931954,1.0,10.78,14
1,100,15.171330722922843,15.171330722922843,17.99825084253476,20.72574776766556,0.96,10.36,9
2,150,15.171330722922843,15.309081537009721,18.274216910954525,21.57624151769984,1.0,10.62,9
3,200,15.171330722922843,15.69722114972099,18.263069196436145,20.648199740725325,0.96,11.32,9
4,250,15.171330722922843,15.297057550292607,18.142336125500194,20.854515615568197,0.92,10.24,9
5,300,15.171330722922843,15.811744421846397,18.314720210140017,21.75576411921994,0.94,10.64,9
6,350,15.171330722922843,15.781534080237808,18.27135867656686,20.779673898594822,0.98,10.46,9
7,400,15.171330722922843,15.84302481094059,18.50382741365376,21.522327839240493,0.98,11.14,9
8,450,15.171330722922843,15.771085446759225,18.215524318831985,20.923243291566195,1.0,11.62,9
9,500,14.679075450674064,14.679075450674064,18.188358412996582,21.614674215792775,0.96,11.62,13
10,550,14.679075450674064,15.967491648096548,18.348740895090522,22.09878030638384,0.96,9.86,13
11,600,14.679075450674064,15.346640106136302,18.18195534269588,20.648199740725325,0.98,11.2,13
12,650,14.679075450674064,15.439270764090493,18.092524046961852,22.61283361405006,0.98,10.66,13
13,700,14.679075450674064,15.423243291566195,17.96897350455297,20.648199740725325,0.98,10.64,13
14,750,14.679075450674064,15.7319206502675,18.26886000302421,21.2,1.0,11.16,13
15,800,14.679075450674064,15.291924966748061,18.13445738610438,20.677193921634785,0.98,10.82,13
16,850,14.679075450674064,15.633959855479073,18.193855528447045,21.736877428271626,0.98,10.96,13
17,900,14.674021572639983,14.674021572639983,18.16571818369441,21.01869538788622,1.0,11.22,10
18,950,14.674021572639983,15.293325909419153,18.04011302475159,21.646916505762093,1.0,11.22,10
19,1000,14.674021572639983,14.793325909419153,18.11133463988856,21.4377155080899,1.0,11.8,10
20,1050,14.674021572639983,15.449615361854384,18.180457495179233,21.167815921162745,1.0,10.84,10
21,1100,14.674021572639983,15.654308211415449,18.210492672167607,22.784336665618135,1.0,11.74,10
22,1150,14.674021572639983,15.607680962081059,18.375185406611227,21.658323293158116,0.98,10.42,10
23,1200,14.674021572639983,15.021347195933176,18.151111266717592,21.62574776766556,0.94,10.74,10
24,1250,14.674021572639983,15.72928563989645,18.086831722795075,20.845207879911715,0.96,11.02,10
25,1300,14.674021572639983,15.670831300812525,18.12277548345268,21.123243291566197,0.96,9.58,10
26,1350,14.674021572639983,15.591659420284376,17.728016331541046,21.260681686165903,0.96,10.6,10
27,1400,14.674021572639983,14.988689042296102,18.12861175055502,21.387475490101846,0.96,9.34,10
28,1450,14.674021572639983,15.492838827718412,18.005960552537474,21.12883794381533,1.0,11.6,10
29,1500,14.674021572639983,15.996510211788166,17.989267047006283,21.781534080237808,1.0,11.18,10
30,1550,14.674021572639983,14.923243291566195,18.178460311950484,21.94963766213207,0.96,10.9,10
31,1600,14.238612787525831,14.238612787525831,18.3710345211954,21.08522995463527,0.96,11.8,12
32,1650,14.238612787525831,15.453068523537421,18.185923559099834,21.022327839240493,0.92,9.62,12
33,1700,14.238612787525831,15.200000000000001,17.944042317441998,20.648199740725325,0.94,10.22,12
34,1750,14.238612787525831,15.997726685459204,18.212070527998605,22.658323293158116,0.96,10.74,12
35,1800,14.238612787525831,16.22574776766556,18.563570934125586,21.655592347112503,0.94,11,12
