method,runs,evaluations_per_run,fitness_mean,fitness_sd,convergence_auc_mean,convergence_auc_sd,modules_mean,modules_sd,seconds_mean,seconds_sd,final_unique_fraction_mean,final_unique_fraction_sd,final_mean_modules_mean,final_mean_modules_sd
ea_k2,5,5050,12.683554480620138,0.4061580568762862,13.370486729872376,0.23118006325822882,13.4,0.8944271909999159,12.697364120000566,1.768078089836844,0.996,0.008944271909999166,11.84,1.2469963913339925
ea_k5,5,5050,12.595201818458582,0.40895356863669485,13.142776738476488,0.22026709163198502,13.8,0.8366600265340756,12.997616239999479,0.5497368367472572,0.976,0.026076809620810618,12.74,0.8282511696339457
random,5,5050,14.315599318122153,0.2835813426479712,14.542745096409261,0.23137753406525516,12.2,1.6431676725154984,10.195133339998574,0.1358170209968494,0.968,0.03346640106136301,10.748,0.2296083622170584
