method,generation,evaluations,best_so_far_mean,best_so_far_sd,unique_fraction_mean,unique_fraction_sd,mean_modules_mean,mean_modules_sd
random,55,2800,14.400100344275092,0.30241177884853526,0.96,0.014142135623730963,10.404,0.9781001993660974
random,56,2850,14.400100344275092,0.30241177884853526,0.96,0.028284271247461888,10.136000000000001,1.295098451856074
random,57,2900,14.400100344275092,0.30241177884853526,0.968,0.02280350850198278,10.908,0.7892528112081698
random,58,2950,14.400100344275092,0.30241177884853526,0.96,0.031622776601683784,10.592,0.5298301614668611
random,59,3000,14.400100344275092,0.30241177884853526,0.984,0.016733200530681527,10.576,0.5183435154412562
random,60,3050,14.400100344275092,0.30241177884853526,0.964,0.03286335345030996,10.332,0.7741576066925913
random,61,3100,14.400100344275092,0.30241177884853526,0.96,0.031622776601683784,10.004,0.6600606032782143
random,62,3150,14.400100344275092,0.30241177884853526,0.98,0.020000000000000018,10.836,0.9907976584550453
random,63,3200,14.400100344275092,0.30241177884853526,0.968,0.02280350850198278,10.568,0.8547046273421011
random,64,3250,14.400100344275092,0.30241177884853526,0.996,0.008944271909999166,10.58,0.5327288240746877
random,65,3300,14.400100344275092,0.30241177884853526,0.944,0.03847076812334267,9.844,0.5710341495917736
random,66,3350,14.390683878762236,0.2864106790794335,0.98,0.020000000000000018,10.592,1.1646115232127838
random,67,3400,14.390683878762236,0.2864106790794335,0.98,0.020000000000000018,10.532,0.45488460075056425
random,68,3450,14.390683878762236,0.2864106790794335,0.96,0.03741657386773939,10.716,0.8335946257024455
random,69,3500,14.390683878762236,0.2864106790794335,0.948,0.022803508501982747,10.532,0.5572432144046258
random,70,3550,14.390683878762236,0.2864106790794335,0.976,0.026076809620810618,10.44,1.067988763985839
random,71,3600,14.390683878762236,0.2864106790794335,0.996,0.008944271909999166,10.648,1.0701962436861756
random,72,3650,14.390683878762236,0.2864106790794335,0.952,0.02280350850198274,10.48,0.7248448109768046
random,73,3700,14.390683878762236,0.2864106790794335,0.972,0.03346640106136301,10.288,0.5243281415297101
random,74,3750,14.390683878762236,0.2864106790794335,0.976,0.04335896677735759,10.008,0.7872229671446332
random,75,3800,14.390683878762236,0.2864106790794335,0.972,0.017888543819998333,10.784,1.045600306044331
random,76,3850,14.390683878762236,0.2864106790794335,0.948,0.030331501776206186,10.024,1.2981833460647998
random,77,3900,14.390683878762236,0.2864106790794335,0.96,0.024494897427831758,11.02,1.3240090634130872
random,78,3950,14.390683878762236,0.2864106790794335,0.968,0.0268328157299975,10.236,0.999839987197952
random,79,4000,14.390683878762236,0.2864106790794335,0.976,0.008944271909999166,10.736,0.5239083889383717
random,80,4050,14.390683878762236,0.2864106790794335,0.98,0.028284271247461926,10.612,0.6735874108087235
random,81,4100,14.390683878762236,0.2864106790794335,0.952,0.054037024344425186,10.28,0.296647939483826
random,82,4150,14.390683878762236,0.2864106790794335,0.972,0.02280350850198278,10.696,0.6762248146881328
random,83,4200,14.390683878762236,0.2864106790794335,0.972,0.038987177379235856,10.607999999999999,0.8825644452389865
random,84,4250,14.382221153708265,0.2811232818123168,0.988,0.010954451150103331,11.196,0.8140515954164083
random,85,4300,14.382221153708265,0.2811232818123168,0.964,0.029664793948382638,10.612,0.5640212761944359
random,86,4350,14.382221153708265,0.2811232818123168,0.944,0.04979959839195493,10.532,1.362761901433996
random,87,4400,14.382221153708265,0.2811232818123168,0.98,0.014142135623730963,10.948,1.0140611421408472
random,88,4450,14.382221153708265,0.2811232818123168,0.972,0.017888543819998333,10.656,0.8025459488403143
random,89,4500,14.382221153708265,0.2811232818123168,0.96,0.020000000000000018,10.464,0.5887953804166607
random,90,4550,14.382221153708265,0.2811232818123168,0.972,0.03346640106136301,10.895999999999999,0.7436934852477869
random,91,4600,14.382221153708265,0.2811232818123168,0.976,0.008944271909999166,10.504,0.7912521721929112
random,92,4650,14.382221153708265,0.2811232818123168,0.972,0.03346640106136301,11.428,0.7955626939468694
random,93,4700,14.382221153708265,0.2811232818123168,0.968,0.02280350850198278,10.212,1.2398870916337505
random,94,4750,14.382221153708265,0.2811232818123168,0.952,0.03346640106136301,9.992,0.8969503888175757
random,95,4800,14.382221153708265,0.2811232818123168,0.972,0.03346640106136301,11.036,0.7185262695267309
random,96,4850,14.315599318122153,0.2835813426479712,0.96,0.05099019513592785,10.484,1.2747862565936299
random,97,4900,14.315599318122153,0.2835813426479712,0.972,0.0268328157299975,10.836,0.9176491704349762
random,98,4950,14.315599318122153,0.2835813426479712,0.952,0.05761944116355173,10.0,0.8596510920134982
random,99,5000,14.315599318122153,0.2835813426479712,0.972,0.02280350850198278,10.372,0.6498615237110137
random,100,5050,14.315599318122153,0.2835813426479712,0.968,0.03346640106136301,10.748,0.2296083622170584
